rider_id,date,location,rides,on_time_rides,cancelled_rides,missed_rides,distance_km,overhead_distance_km,earnings,peak_bonus,waiting_earnings,fuel_cost,idle_minutes,work_hours,customer_rating,avg_speed_kmph,network_downtime
R158ZG,2025-05-09,Hyderabad,17,13,1,0,78.23,19.11,638.11,80,18.74,224.0,36,6.6,4.51,20.42,7
R737NB,2025-05-09,Mumbai,22,17,2,2,94.87,27.44,1110.38,100,30.64,290.95,49,7.67,4.63,24.4,0
R775AN,2025-05-09,Kolkata,21,13,2,3,90.69,16.3,852.26,100,20.99,272.53,68,7.15,4.33,24.3,5
R303ER,2025-05-09,Hyderabad,11,10,3,0,43.18,2.26,384.46,0,11.58,99.26,76,3.88,4.43,23.92,0
R669AK,2025-05-09,Hyderabad,12,9,0,0,59.06,14.23,639.33,0,15.28,162.01,84,6.09,4.8,20.28,7
R509EA,2025-05-09,Bangaluru,18,15,3,0,73.43,6.91,706.51,100,31.78,206.21,35,6.63,4.53,19.36,10
R413CM,2025-05-09,Delhi,13,10,3,3,59.48,2.56,523.45,80,19.63,122.19,53,5.49,4.73,20.74,3
R728HB,2025-05-09,Mumbai,23,19,1,3,102.56,14.4,1306.83,120,23.38,311.12,43,7.12,4.75,23.21,5
R817FL,2025-05-09,Kolkata,12,8,2,0,55.59,15.84,652.63,0,9.69,149.3,39,4.92,4.14,20.13,6
R764NI,2025-05-09,Mumbai,13,8,1,0,58.4,5.26,583.69,80,10.5,153.48,89,5.37,4.3,20.51,1
R377DZ,2025-05-09,Hyderabad,14,10,3,2,64.91,12.29,639.99,80,11.45,193.83,36,5.0,4.24,21.68,2
R155CH,2025-05-09,Bangaluru,12,10,1,1,50.42,7.11,564.96,0,19.1,153.31,61,4.94,4.57,20.62,5
R548LF,2025-05-09,Hyderabad,18,14,2,2,80.83,11.26,925.31,100,14.66,241.25,44,5.3,4.51,26.71,8
R294IL,2025-05-09,Kolkata,21,15,3,2,89.97,3.22,830.8,100,39.78,183.47,47,7.4,4.3,21.86,2
R717EH,2025-05-09,Mumbai,17,15,1,3,77.66,6.44,890.73,80,27.25,218.22,50,6.27,4.49,24.3,6
R384GH,2025-05-09,Kolkata,9,7,1,1,42.38,7.84,359.34,0,8.06,113.14,76,4.55,4.46,19.57,6
R141MJ,2025-05-09,Delhi,18,15,1,2,70.19,4.26,721.79,100,19.56,144.06,35,4.52,4.64,26.19,4
R636VZ,2025-05-09,Bangaluru,15,10,1,2,68.92,1.6,594.75,80,22.43,166.68,86,5.85,4.13,23.42,7
R121BL,2025-05-09,Chennai,19,15,3,1,83.64,15.73,952.87,100,16.88,210.65,55,6.52,4.47,23.61,6
R270FB,2025-05-09,Kolkata,16,10,0,2,67.91,11.52,668.68,80,24.82,168.43,45,5.96,4.38,24.09,2
R708MD,2025-05-09,Bangaluru,24,17,3,1,106.94,12.61,962.6,120,37.73,248.26,53,9.17,4.37,20.11,12
R500NF,2025-05-09,Chennai,16,10,1,1,69.35,18.69,736.65,80,23.02,221.96,60,7.01,4.09,19.65,6
R161WN,2025-05-09,Hyderabad,22,17,0,0,107.25,14.01,1283.36,100,30.69,250.78,90,9.1,4.65,21.48,4
R138SK,2025-05-09,Mumbai,19,12,3,3,89.33,1.84,1042.76,100,31.59,189.63,56,6.43,4.0,26.33,2
R197TQ,2025-05-09,Delhi,20,16,2,2,83.41,9.3,865.59,100,23.05,165.62,84,8.09,4.62,19.67,0
R832JT,2025-05-09,Hyderabad,20,13,1,1,87.18,6.42,754.88,100,21.47,187.96,47,6.85,4.29,22.37,7
R999JP,2025-05-09,Kolkata,21,14,0,3,90.71,24.49,961.76,100,38.19,226.82,87,9.26,4.18,21.63,6
R503EK,2025-05-09,Delhi,24,19,0,1,111.93,6.05,1087.74,120,22.83,229.3,48,7.06,4.72,26.84,5
R233TY,2025-05-09,Delhi,19,11,0,2,90.09,3.44,971.59,100,23.95,203.34,74,7.08,4.37,22.5,1
R350TF,2025-05-09,Chennai,24,20,3,3,108.23,6.51,1025.54,120,27.53,213.88,38,7.87,4.41,23.81,6
R507AL,2025-05-09,Bangaluru,12,8,3,3,52.43,14.78,705.84,0,17.9,175.45,36,4.84,4.23,21.68,6
R303BW,2025-05-09,Mumbai,20,15,2,3,90.34,27.82,1026.93,100,25.75,246.41,61,7.58,4.47,23.27,6
R796OQ,2025-05-09,Hyderabad,13,10,2,2,59.52,8.41,714.43,80,17.08,151.77,67,4.76,4.57,26.73,1
R456ID,2025-05-09,Chennai,15,11,1,3,66.49,17.25,789.07,80,18.23,154.51,38,6.11,4.54,19.67,3
R466KO,2025-05-09,Hyderabad,22,18,1,3,101.03,7.75,1138.68,100,26.76,216.1,71,8.21,4.75,21.85,11
R784JA,2025-05-09,Mumbai,23,14,0,2,96.61,8.54,1005.71,120,24.33,264.64,49,7.19,4.13,22.62,0
R641IO,2025-05-09,Kolkata,16,10,0,0,74.14,1.55,796.71,80,21.63,168.49,61,5.32,4.24,24.39,6
R807HY,2025-05-09,Kolkata,13,9,0,1,59.57,10.23,584.88,80,22.49,155.4,47,5.43,4.44,20.99,3
R517KN,2025-05-09,Delhi,28,21,0,3,127.7,34.97,1478.56,120,36.4,322.66,51,11.57,4.37,19.95,6
R957DZ,2025-05-09,Bangaluru,20,17,2,2,83.13,9.06,852.47,100,14.91,234.79,75,6.84,4.79,21.02,11
R671CI,2025-05-09,Kolkata,13,12,2,1,57.09,6.44,606.59,80,22.06,133.35,35,5.01,4.4,21.34,3
R174LG,2025-05-09,Kolkata,19,14,0,0,83.15,7.78,768.38,100,28.0,244.57,74,7.48,4.35,21.67,1
R499AF,2025-05-09,Hyderabad,20,14,2,3,88.81,17.55,976.95,100,31.58,268.05,75,8.1,4.17,21.84,9
R809GC,2025-05-09,Kolkata,21,15,0,3,94.79,19.03,973.84,100,35.14,290.78,42,8.2,4.14,22.92,3
R804GT,2025-05-09,Mumbai,23,15,3,0,99.43,14.46,1225.91,120,32.88,276.11,52,7.73,4.31,24.69,6
R952GY,2025-05-09,Hyderabad,13,9,0,1,59.48,12.59,619.55,80,16.71,143.65,53,5.56,4.2,20.47,9
R636BP,2025-05-09,Delhi,19,17,3,0,82.49,15.26,796.28,100,14.85,210.7,45,6.83,4.58,19.77,6
R116NN,2025-05-09,Mumbai,26,23,3,0,121.08,35.07,1273.48,120,39.63,392.92,76,11.9,4.61,20.31,6
R303CK,2025-05-09,Chennai,11,8,0,0,49.12,13.96,539.63,0,11.86,162.87,48,4.71,4.37,19.76,6
R195YB,2025-05-09,Kolkata,20,15,0,0,82.68,10.08,803.13,100,22.67,198.34,34,7.5,4.66,24.48,2
R170MS,2025-05-09,Delhi,16,12,0,2,75.18,4.04,637.63,80,14.37,191.97,47,4.92,4.58,26.88,1
R334FL,2025-05-09,Hyderabad,20,16,2,2,84.26,17.08,855.82,100,14.06,199.43,52,6.32,4.58,23.85,8
R890VS,2025-05-09,Bangaluru,14,13,0,0,64.2,3.56,652.7,80,21.37,127.92,58,5.12,4.79,23.22,7
R583BD,2025-05-09,Mumbai,19,12,3,3,90.71,15.26,910.47,100,28.15,215.28,59,7.84,4.06,21.74,6
R962UY,2025-05-09,Kolkata,17,14,2,2,73.73,20.2,871.16,80,25.64,198.11,39,6.84,4.73,21.69,1
R896FM,2025-05-09,Delhi,16,11,0,1,71.85,3.57,787.06,80,31.35,140.26,17,5.66,4.15,21.58,5
R241TE,2025-05-09,Chennai,20,18,0,0,90.81,27.7,847.6,100,27.88,225.37,38,8.59,4.57,19.64,6
R267DJ,2025-05-09,Hyderabad,20,18,0,2,87.15,24.69,1008.96,100,17.76,307.62,69,7.04,4.66,25.1,7
R807IA,2025-05-09,Hyderabad,13,11,1,3,56.13,12.25,681.49,80,19.16,140.21,42,5.03,4.72,21.36,6
R291SO,2025-05-09,Bangaluru,19,13,1,2,90.68,13.48,960.34,100,31.81,257.53,61,8.13,4.3,21.35,0
R302GG,2025-05-09,Chennai,16,10,2,2,73.41,17.68,707.3,80,29.78,226.71,63,7.48,4.3,20.38,4
R993XD,2025-05-09,Kolkata,18,12,0,0,80.18,13.37,679.25,100,24.76,217.71,69,7.3,4.07,21.49,2
R309BM,2025-05-09,Bangaluru,17,12,2,1,69.58,2.19,659.78,80,18.78,190.72,63,5.23,4.24,23.82,12
R740AB,2025-05-09,Bangaluru,19,14,3,3,88.27,15.95,806.45,100,17.34,256.85,60,7.69,4.27,19.68,9
R492RF,2025-05-09,Bangaluru,19,14,2,1,85.39,24.43,888.54,100,25.96,241.29,80,8.65,4.09,20.57,3
R186QG,2025-05-09,Chennai,11,9,2,1,48.83,6.35,513.04,0,12.77,102.18,37,4.42,4.42,19.97,5
R672RH,2025-05-09,Hyderabad,12,8,0,1,54.98,4.3,584.57,0,11.41,151.09,57,4.52,3.99,21.87,11
R573ZS,2025-05-09,Mumbai,23,19,0,0,98.16,2.6,1238.66,120,18.55,249.66,82,6.96,4.61,24.72,5
R291BV,2025-05-09,Mumbai,32,22,2,2,150.32,28.42,1671.88,120,36.4,383.11,53,13.32,4.31,23.97,6
R251OK,2025-05-09,Mumbai,16,11,3,2,76.33,14.39,762.35,80,31.32,231.1,55,6.37,4.08,24.49,0
R666SS,2025-05-09,Mumbai,14,8,2,0,68.32,5.15,728.24,80,11.8,143.37,68,6.01,4.31,19.39,4
R561DF,2025-05-09,Mumbai,20,16,3,3,85.89,11.32,950.28,100,33.08,232.63,87,8.18,4.51,21.95,5
R604EM,2025-05-09,Mumbai,15,10,1,0,64.0,12.94,641.64,80,12.56,184.72,89,5.32,4.19,26.43,3
R429BY,2025-05-09,Hyderabad,14,10,0,0,58.55,18.08,728.2,80,18.79,213.7,72,6.07,4.18,20.24,11
R198ZB,2025-05-09,Mumbai,24,15,0,1,107.3,32.75,1007.22,120,37.37,379.67,75,10.56,4.17,19.57,5
R802GI,2025-05-09,Hyderabad,14,12,0,1,61.69,5.22,784.51,80,24.48,160.11,59,5.99,4.66,20.33,1
R991TD,2025-05-09,Hyderabad,16,11,1,0,73.27,14.78,787.68,80,24.54,234.01,86,6.25,4.33,26.02,3
R838NB,2025-05-09,Delhi,16,13,3,1,65.86,10.59,645.61,80,21.5,140.46,41,5.23,4.52,23.49,0
R499EJ,2025-05-09,Mumbai,24,15,2,1,106.38,14.33,1242.64,120,41.79,327.22,90,9.9,4.31,22.11,6
R581BI,2025-05-09,Mumbai,13,8,3,2,57.46,7.04,743.47,80,25.38,143.03,58,5.46,4.27,21.67,4
R771KE,2025-05-09,Bangaluru,22,15,3,3,100.44,7.94,866.96,100,30.12,213.36,53,7.23,4.29,23.25,9
R521HV,2025-05-09,Mumbai,24,21,1,3,102.74,17.74,1203.52,120,32.66,273.81,43,8.21,4.5,23.13,0
R336AF,2025-05-09,Kolkata,12,8,3,2,55.28,1.01,534.25,0,21.15,112.28,71,5.45,4.06,19.82,3
R639ZS,2025-05-09,Mumbai,23,15,1,1,102.22,5.27,1257.14,120,27.95,230.29,57,6.82,4.06,25.57,3
R827JO,2025-05-09,Mumbai,20,14,3,2,92.98,10.15,985.86,100,22.28,239.16,75,8.02,4.3,20.11,5
R225OI,2025-05-09,Chennai,19,13,2,1,82.84,18.38,863.77,100,26.97,256.86,72,7.27,4.08,26.13,2
R155WD,2025-05-09,Bangaluru,18,13,1,0,76.88,15.5,862.84,100,27.97,242.13,70,6.96,4.31,24.92,0
R802QZ,2025-05-09,Delhi,12,10,1,1,54.68,14.76,695.18,0,14.4,155.12,36,5.36,4.43,19.51,6
R232LL,2025-05-09,Mumbai,14,9,1,1,60.37,13.61,693.17,80,11.38,164.34,38,4.68,3.99,24.04,1
R991MA,2025-05-09,Delhi,14,11,2,1,61.98,13.47,807.46,80,16.05,185.06,47,4.83,4.71,24.29,2
R358CV,2025-05-09,Bangaluru,14,12,0,2,69.05,12.45,871.21,80,15.28,215.13,41,5.43,4.69,23.57,7
R407NX,2025-05-09,Hyderabad,21,18,3,2,86.28,25.06,902.13,100,21.33,268.93,39,7.54,4.69,22.37,7
R125FY,2025-05-09,Mumbai,9,8,1,1,40.15,3.43,369.1,0,13.27,97.49,57,3.97,4.48,22.24,0
R155BG,2025-05-09,Bangaluru,25,16,3,0,108.74,12.86,926.04,120,28.96,227.92,37,7.67,4.04,23.47,7
R736FW,2025-05-09,Chennai,14,11,0,0,63.53,3.02,631.65,80,13.22,173.91,74,5.71,4.52,20.26,2
R332XH,2025-05-09,Chennai,18,14,2,1,84.43,13.44,1054.62,100,29.77,210.6,85,7.51,4.76,22.11,1
R114KP,2025-05-09,Chennai,13,9,3,2,60.91,4.79,567.07,80,9.71,160.96,57,4.28,4.09,26.31,2
R479IZ,2025-05-09,Chennai,21,15,1,0,91.56,15.81,1038.17,100,21.01,284.92,44,6.6,4.12,24.35,5
R426IV,2025-05-09,Mumbai,22,16,1,0,98.25,13.13,1004.78,100,21.3,275.58,41,7.55,4.03,21.82,0
R572AD,2025-05-09,Hyderabad,7,5,0,0,35.54,9.43,302.67,0,6.46,120.17,45,2.97,4.19,26.2,0
R195BQ,2025-05-09,Hyderabad,22,13,0,2,102.0,9.46,1136.27,100,20.09,221.31,61,7.53,4.33,22.92,11
R754WW,2025-05-09,Chennai,16,11,2,3,68.45,2.4,750.8,80,21.57,188.04,43,5.19,4.35,22.12,1
R928JZ,2025-05-09,Chennai,13,8,3,2,57.94,10.45,632.02,80,16.51,166.69,90,5.7,4.06,21.01,0
R648BE,2025-05-09,Chennai,15,9,1,1,65.39,15.52,704.03,80,21.93,166.99,68,5.65,4.17,25.71,0
R582AY,2025-05-09,Chennai,13,10,2,2,64.93,15.61,752.56,80,20.56,165.73,25,5.87,4.75,19.85,1
R261WF,2025-05-09,Kolkata,12,10,1,0,47.38,8.21,465.08,0,18.5,130.52,49,5.1,4.52,19.74,0
R440TG,2025-05-09,Chennai,20,16,2,1,94.66,20.92,1103.19,100,42.87,262.71,35,7.61,4.51,25.29,2
R789FM,2025-05-09,Chennai,10,6,0,0,46.04,3.64,449.97,0,19.06,99.29,49,4.21,4.27,22.43,1
R971ZK,2025-05-09,Chennai,14,11,2,3,61.43,11.02,747.6,80,19.26,183.64,37,5.14,4.58,22.57,1
R810FD,2025-05-09,Mumbai,20,16,1,1,92.75,4.69,1071.24,100,14.11,194.57,46,6.38,4.73,22.15,4
R322ZJ,2025-05-09,Bangaluru,18,15,2,3,84.07,19.82,822.87,100,21.06,248.99,90,8.14,4.45,21.47,3
R547RN,2025-05-09,Bangaluru,12,11,0,2,53.57,7.49,613.19,0,21.48,150.35,42,4.78,4.62,22.34,5
R138XX,2025-05-09,Delhi,13,11,3,3,62.98,1.48,532.76,80,18.91,116.18,52,5.07,4.47,22.44,6
R709RG,2025-05-09,Chennai,11,8,2,3,45.93,7.66,523.2,0,9.79,99.64,56,3.74,4.61,25.67,3
R553ZS,2025-05-09,Bangaluru,13,10,0,1,59.78,8.09,796.28,80,17.37,170.59,76,5.74,4.48,21.62,0
R268LB,2025-05-09,Bangaluru,19,14,0,3,85.26,23.78,835.29,100,32.12,291.19,60,7.62,4.73,23.04,11
R273JP,2025-05-09,Hyderabad,16,11,2,1,69.7,12.86,760.22,80,14.66,171.56,65,6.36,4.18,20.46,10
R734FG,2025-05-09,Mumbai,15,11,2,1,65.9,14.55,741.31,80,24.21,155.36,79,6.04,4.52,27.05,2
R373CJ,2025-05-09,Bangaluru,21,14,0,0,95.45,17.52,1047.57,100,27.71,229.97,84,8.74,4.19,22.44,9
R195UX,2025-05-09,Mumbai,26,19,2,3,121.15,25.16,1145.83,120,32.67,316.93,70,10.75,4.2,21.9,2
R476MT,2025-05-09,Hyderabad,16,14,1,1,70.0,2.83,610.87,80,20.53,152.45,86,6.81,4.51,20.73,0
R739XX,2025-05-09,Delhi,15,12,3,3,68.32,16.07,584.36,80,13.5,182.85,45,6.07,4.76,19.67,2
R212YO,2025-05-09,Delhi,18,16,2,1,81.95,6.2,725.41,100,19.12,173.98,46,5.87,4.64,22.64,0
R399CK,2025-05-09,Delhi,24,20,0,3,106.45,32.97,1254.63,120,25.07,285.31,85,8.29,4.46,26.63,3
R261FJ,2025-05-09,Chennai,14,9,1,3,65.7,3.89,752.14,80,15.77,134.78,48,4.58,3.97,26.21,2
R135ZB,2025-05-09,Mumbai,16,11,2,2,73.05,11.19,715.75,80,13.56,184.73,64,6.05,4.16,21.97,3
R424LN,2025-05-09,Delhi,19,15,3,0,92.73,21.58,945.43,100,24.07,203.44,84,7.78,4.75,23.38,4
R547QO,2025-05-09,Hyderabad,18,13,0,3,87.17,8.91,929.64,100,17.48,218.24,52,7.36,4.71,19.51,9
R352TY,2025-05-09,Hyderabad,11,7,3,1,49.26,10.31,451.49,0,7.19,148.34,52,4.42,4.32,20.46,0
R498NP,2025-05-09,Hyderabad,22,13,3,2,100.49,27.72,987.34,100,34.98,258.1,61,9.03,4.23,21.18,0
R821QS,2025-05-09,Hyderabad,21,15,1,3,103.89,2.3,924.72,100,19.15,299.03,90,7.53,4.4,22.92,7
R883UT,2025-05-09,Delhi,24,22,1,0,110.57,25.41,1047.65,120,34.48,333.67,39,8.5,4.65,23.6,2
R864KP,2025-05-09,Bangaluru,23,17,2,0,100.52,32.14,973.96,120,28.4,320.87,39,8.94,4.51,19.78,2
R617QA,2025-05-09,Hyderabad,14,10,1,2,60.45,19.24,647.63,80,18.01,193.59,44,5.34,4.07,22.99,2
R254HZ,2025-05-09,Bangaluru,22,16,1,2,95.92,12.49,932.68,100,20.21,250.46,54,6.79,4.32,25.49,8
R934CH,2025-05-09,Delhi,15,12,1,2,68.76,15.47,699.92,80,29.4,192.02,72,6.7,4.57,22.25,0
R191ZZ,2025-05-09,Chennai,12,11,3,3,54.96,11.65,553.74,0,9.94,160.22,79,5.09,4.81,21.92,2
R923VA,2025-05-09,Mumbai,23,16,3,2,101.64,7.56,1161.73,120,41.44,209.34,74,8.45,4.37,25.16,5
R631SZ,2025-05-09,Kolkata,14,10,3,3,66.43,5.94,638.96,80,17.71,158.2,82,6.07,4.12,20.38,2
R342PJ,2025-05-09,Bangaluru,10,7,1,0,39.69,5.67,445.61,0,7.93,113.6,87,4.38,4.31,19.91,3
R426TH,2025-05-09,Mumbai,14,10,1,3,63.99,5.78,809.25,80,18.72,147.64,50,5.62,4.2,21.24,4
R598PG,2025-05-09,Mumbai,17,13,2,1,76.69,15.34,790.37,80,30.56,235.83,42,7.0,4.28,20.17,1
R407BX,2025-05-09,Delhi,18,13,3,2,80.74,8.36,894.66,100,16.59,174.74,84,7.41,4.72,19.36,4
R814FM,2025-05-09,Kolkata,15,10,2,0,65.11,10.43,652.57,80,21.73,194.26,69,6.32,4.08,20.7,1
R742CD,2025-05-09,Chennai,19,13,3,2,83.41,2.07,1008.18,100,30.8,162.68,41,6.35,4.08,22.76,3
R189JQ,2025-05-09,Chennai,19,12,3,1,81.25,24.73,851.77,100,13.98,206.42,20,6.2,3.98,27.19,5
R569FA,2025-05-09,Bangaluru,15,12,1,3,66.2,2.21,580.79,80,20.64,184.74,36,5.35,4.72,21.39,1
R720PN,2025-05-09,Kolkata,19,12,1,2,87.77,20.01,1033.56,100,29.53,251.07,35,7.25,4.03,24.74,2
R114ED,2025-05-09,Bangaluru,13,9,2,0,63.05,1.67,556.53,80,15.31,137.31,46,4.23,4.02,27.01,8
R380DB,2025-05-09,Chennai,19,14,1,3,84.79,8.39,1064.27,100,23.36,209.02,45,6.48,4.42,23.95,2
R294AZ,2025-05-09,Kolkata,15,13,2,2,65.77,10.78,671.64,80,20.77,194.23,88,6.61,4.63,21.09,4
R263UL,2025-05-09,Kolkata,21,16,1,2,85.35,15.55,1032.64,100,36.33,242.82,44,7.11,4.77,23.93,1
R158BB,2025-05-09,Delhi,17,15,3,0,79.5,16.48,803.61,80,30.98,205.15,53,7.4,4.59,20.53,2
R580KQ,2025-05-09,Delhi,21,15,1,1,94.14,14.65,944.79,100,24.57,204.98,41,7.21,4.11,22.74,6
R168GT,2025-05-09,Hyderabad,16,11,3,2,68.86,4.12,632.52,80,25.33,165.51,68,5.88,4.23,23.86,7
R887TJ,2025-05-09,Hyderabad,12,7,2,0,58.69,6.43,550.52,0,9.6,143.04,81,5.34,4.39,20.01,3
R561CE,2025-05-09,Bangaluru,17,11,3,2,79.66,23.78,824.09,80,29.48,273.39,36,7.46,4.39,21.66,6
R786CI,2025-05-09,Mumbai,15,9,2,2,66.11,13.36,876.09,80,16.35,180.22,72,5.98,4.08,23.27,3
R753VY,2025-05-09,Mumbai,16,10,2,2,72.42,21.91,944.37,80,19.22,209.27,60,6.48,4.15,22.69,4
R543DI,2025-05-09,Chennai,13,8,2,3,58.46,9.41,611.93,80,22.45,135.85,79,5.45,4.14,26.2,2
R834KH,2025-05-09,Mumbai,14,9,1,2,71.12,5.65,766.3,80,18.71,184.23,46,5.79,4.19,19.96,5
R162VG,2025-05-09,Delhi,23,19,2,2,98.11,19.15,1083.23,120,22.15,282.4,66,8.02,4.72,21.63,2
R337YN,2025-05-09,Hyderabad,12,10,0,2,56.73,4.62,652.78,0,12.39,130.48,73,4.9,4.5,21.19,12
R706EQ,2025-05-09,Chennai,14,9,3,0,65.85,9.43,666.12,80,20.71,181.09,77,5.54,4.27,24.36,3
R780GQ,2025-05-09,Bangaluru,19,12,1,3,95.83,4.7,1085.62,100,15.93,201.93,85,7.05,4.1,22.28,0
R813II,2025-05-09,Delhi,22,15,3,3,92.48,22.44,1182.43,100,24.03,238.89,82,7.29,4.12,26.71,6
R621QN,2025-05-09,Mumbai,23,20,0,1,103.47,21.24,1063.62,120,35.79,257.77,67,8.89,4.75,24.6,1
R161JC,2025-05-09,Bangaluru,20,12,1,3,89.37,6.78,1013.29,100,14.6,195.32,56,5.97,4.02,25.2,9
R429ZX,2025-05-09,Delhi,23,18,0,2,107.54,11.82,1092.96,120,29.33,238.35,82,9.47,4.44,19.92,3
R181UE,2025-05-09,Hyderabad,16,10,2,3,60.95,3.3,624.49,80,15.69,141.09,74,5.26,4.35,21.11,6
R253LE,2025-05-09,Hyderabad,13,11,0,3,61.05,12.14,727.27,80,13.09,178.5,47,4.96,4.46,23.06,0
R680LS,2025-05-09,Chennai,19,16,0,1,79.9,12.0,991.53,100,18.52,213.11,62,6.23,4.73,24.93,3
R635QH,2025-05-09,Hyderabad,17,12,3,3,72.08,7.67,791.45,80,21.87,201.49,88,6.64,4.24,21.51,12
R682DW,2025-05-09,Chennai,11,8,3,2,54.44,9.33,649.71,0,23.1,125.26,37,5.01,4.66,20.64,4
R477GZ,2025-05-09,Bangaluru,18,14,1,1,82.71,7.71,890.21,100,25.23,186.87,40,6.68,4.73,19.66,1
R805SR,2025-05-09,Hyderabad,16,11,0,1,76.46,19.03,734.97,80,21.93,221.27,82,7.18,4.12,22.15,9
R120BZ,2025-05-09,Hyderabad,12,10,2,3,54.46,2.16,547.58,0,16.33,159.9,85,5.73,4.74,19.48,0
R117PV,2025-05-09,Chennai,13,9,3,0,57.74,5.12,603.14,80,16.91,144.77,61,4.98,4.14,22.11,6
R412BT,2025-05-09,Delhi,20,13,1,2,93.21,6.93,917.64,100,19.41,174.6,66,6.39,4.25,24.91,1
R743QL,2025-05-09,Delhi,31,21,2,0,136.43,5.72,1264.94,120,41.25,250.13,48,9.35,4.17,23.47,6
R965ZM,2025-05-09,Mumbai,18,11,0,3,80.47,2.3,737.26,100,28.35,203.01,75,6.42,4.23,24.23,5
R768SG,2025-05-09,Mumbai,17,15,2,2,77.77,8.83,912.81,80,22.85,173.05,25,7.6,4.41,21.86,5
R148PB,2025-05-09,Hyderabad,14,10,1,2,61.65,10.4,668.81,80,17.87,175.58,88,5.86,4.02,24.29,4
R584UM,2025-05-09,Hyderabad,19,14,3,0,80.19,26.35,839.8,100,26.25,263.97,63,8.6,4.59,19.57,1
R230HX,2025-05-09,Mumbai,26,20,0,2,112.93,24.37,1122.66,120,34.4,289.24,49,9.47,4.6,23.15,4
R932MG,2025-05-09,Delhi,21,14,2,3,92.67,24.24,782.43,100,23.73,207.79,82,7.69,4.01,24.77,0
R181ZJ,2025-05-09,Bangaluru,17,11,3,1,69.72,13.83,725.99,80,22.24,162.56,81,7.04,4.03,22.09,4
R288JF,2025-05-09,Delhi,22,15,0,2,91.41,21.29,1061.62,100,28.15,222.87,37,7.45,4.09,22.06,5
R640RA,2025-05-09,Hyderabad,19,15,3,1,84.52,18.14,887.87,100,24.1,230.59,90,7.57,4.59,23.85,4
R154PC,2025-05-09,Hyderabad,15,9,2,0,69.76,13.69,762.45,80,25.9,192.94,74,6.49,4.3,22.27,11
R568JY,2025-05-09,Delhi,17,13,1,1,78.01,8.4,996.9,80,20.62,176.06,35,6.35,4.59,22.07,1
R138XS,2025-05-09,Hyderabad,22,18,2,0,97.12,26.84,1068.25,100,36.55,303.09,64,8.65,4.58,23.34,3
R535DY,2025-05-09,Chennai,20,15,2,3,94.01,14.27,804.64,100,23.56,244.25,70,7.34,4.1,25.03,6
R722JN,2025-05-09,Delhi,19,14,1,3,85.82,14.9,924.49,100,19.84,235.27,65,6.57,4.16,25.04,0
R312UR,2025-05-09,Mumbai,14,10,0,0,64.12,9.2,692.96,80,13.87,170.39,44,4.53,4.14,24.73,3
R827QA,2025-05-09,Hyderabad,16,12,3,1,70.54,11.65,670.84,80,21.76,173.32,76,6.87,4.12,20.53,0
R772QE,2025-05-09,Delhi,15,13,0,1,59.65,9.83,654.66,80,18.53,122.84,39,5.51,4.46,20.32,1
R441DG,2025-05-09,Chennai,14,9,3,0,64.97,12.29,714.58,80,17.28,142.52,81,5.53,4.31,24.03,1
R413LT,2025-05-09,Chennai,21,19,3,0,93.5,12.19,878.6,100,22.72,235.61,52,6.96,4.79,22.6,0
R789FT,2025-05-09,Bangaluru,21,15,3,1,94.44,10.51,1038.53,100,25.82,267.95,69,8.04,4.29,21.07,9
R796IU,2025-05-09,Mumbai,20,16,0,3,93.02,2.95,834.06,100,20.42,197.01,40,6.74,4.48,20.68,0
R368EN,2025-05-09,Delhi,24,15,0,2,112.78,11.36,1122.57,120,20.81,287.73,81,7.9,4.18,24.2,0
R141TS,2025-05-09,Chennai,25,18,2,3,108.78,26.76,1237.95,120,33.62,270.93,43,9.61,4.03,22.09,4
R445QT,2025-05-09,Mumbai,26,18,1,3,123.0,9.31,1182.93,120,38.36,345.97,49,9.06,3.99,22.94,3
R468LK,2025-05-09,Hyderabad,17,12,1,2,77.43,4.88,837.14,80,17.99,223.76,70,5.56,4.0,24.38,2
R227RP,2025-05-09,Kolkata,19,17,1,1,83.75,9.72,838.65,100,18.16,254.41,60,6.62,4.5,21.6,4
R941WB,2025-05-09,Delhi,22,15,0,3,91.86,9.96,820.13,100,41.28,226.45,53,8.4,4.02,19.8,6
R153ZI,2025-05-09,Delhi,13,8,0,1,50.39,17.73,536.05,80,19.04,169.1,51,4.91,4.38,23.24,1
R973HB,2025-05-09,Bangaluru,15,12,2,1,65.54,3.34,839.56,80,22.23,154.4,62,6.12,4.43,21.37,10
R132AA,2025-05-09,Chennai,19,14,0,2,80.23,18.68,747.11,100,24.8,237.25,71,7.64,4.69,19.84,1
R984YX,2025-05-09,Mumbai,8,6,2,2,34.9,11.13,376.56,0,9.68,111.33,35,2.88,4.03,26.7,5
R920NL,2025-05-09,Kolkata,12,8,3,3,59.68,14.71,589.27,0,21.34,159.49,87,6.66,4.17,19.68,3
R498JN,2025-05-09,Kolkata,12,9,0,3,56.59,3.51,588.15,0,23.59,132.1,66,5.64,4.52,19.78,4
R177VM,2025-05-09,Mumbai,13,9,0,2,56.1,13.78,641.28,80,27.12,183.85,60,5.91,4.63,20.92,6
R297AE,2025-05-09,Bangaluru,18,13,1,1,75.69,9.96,832.28,100,23.95,176.6,60,6.37,4.09,21.92,2
